mse_ICM,mse_GPobs,mse_GPexp,coverage_prob_ICM_95,coverage_prob_ICM_90,coverage_prob_GPobs_95,coverage_prob_GPobs_90,coverage_prob_GPexp_95,coverage_prob_GPexp_90,length_ICM90,length_ICM95,length_GPobs90,length_GPobs95,length_GPexp90,length_GPexp95
0.012182979396735313,2.374995993057657,0.48344434588197566,1.0,1.0,0.0,0.0,1.0,1.0,5.928416376279566,7.063645044077781,1.3182483233735143,1.5706788533812084,8.987350289374378,10.70833225968011
0.16589370484718338,0.29711995259461327,5.250714205256681,1.0,1.0,1.0,1.0,1.0,1.0,6.109774949811769,7.279731855094873,1.3968037349629279,1.6642767905941263,8.54706843414058,10.183741113018563
0.059450051941765295,2.137280263789724,0.03352912741982187,1.0,1.0,0.0,0.0,1.0,1.0,6.118045419710153,7.289586031995075,1.2860343476025955,1.532296243952029,8.384706197723323,9.990288235585236
1.3103419359348907,0.23090836501034664,3.6806696392593943,1.0,1.0,1.0,1.0,1.0,1.0,5.943283376980657,7.081358917253548,1.3291882766920269,1.583713691377734,8.947837128135648,10.661252748416942
0.06650659474688908,2.8050097093205477,0.2741250491498064,1.0,1.0,0.0,0.0,1.0,1.0,5.791507218247908,6.900519238763463,1.1954975715851388,1.4244226384844207,8.512280431000836,10.142291577362696
1.2009262614432885,0.6619307266880521,0.26285495848660645,1.0,1.0,0.0,0.0,1.0,1.0,6.409446598769021,7.636787436831174,1.2360223868750815,1.4727075247873307,10.260315805358939,12.225057129789374
0.05516053769501398,0.8342448374121106,0.19841003958554432,1.0,1.0,0.0,0.0,1.0,1.0,5.940888230112371,7.078505125240271,1.4138347252863195,1.6845690343837,9.146716239496428,10.898215093868084
0.306042856426047,1.8817254870267868,0.26861404911673137,1.0,1.0,0.0,0.0,1.0,1.0,5.840558247974549,6.958963018863292,1.2526826915079337,1.4925581005200907,8.492788655823194,10.119067334597847
0.19624699304789556,1.888059448623525,0.6153596079688614,1.0,1.0,0.0,0.0,1.0,1.0,5.956588332895807,7.097211630684365,1.2607183877254933,1.502132547077184,9.163501975446493,10.918215119680927
0.00759319094507957,1.0766116581410057,1.013330802842069,1.0,1.0,0.0,0.0,1.0,1.0,6.101942468416297,7.270399536836438,1.1742164056746116,1.3990663556974097,9.270830313871357,11.04609569312332
0.7059760971312173,3.8167705243695655,7.892620809114365,1.0,1.0,0.0,0.0,1.0,1.0,5.799269994313955,6.909768503863436,1.0946816379396265,1.3043015260557258,8.769227556203884,10.448441343562074
1.4819536688822037,2.8087226294551475,14.089464936390739,1.0,1.0,0.0,0.0,1.0,1.0,5.883847911371486,7.01054219227241,1.2676198199233877,1.5103555301214828,8.705295800179092,10.372267336383599
0.23634404667396833,3.266535251706615,6.572891533806545,1.0,1.0,0.0,0.0,1.0,1.0,5.8319299820648745,6.9486825318219765,1.5058378756182074,1.7941898092472255,8.439117156845857,10.055118314539744
0.674631461644587,0.6189698821151668,25.717962109025247,1.0,1.0,1.0,0.0,1.0,0.0,6.074994119971205,7.23829086634867,1.344814052225983,1.602331636694788,9.72470177781899,11.586878713997095
0.4424349975311107,1.0362386543396294,2.889917909195589,1.0,1.0,0.0,0.0,1.0,1.0,6.2230822695680565,7.414736321187471,1.2902121644445295,1.5372740682743322,9.318711107772387,11.103145149686249
1.131091183683471,1.418042150143869,0.9370710722842172,1.0,1.0,0.0,0.0,1.0,1.0,6.194715228441147,7.380937293461791,1.2457818285675826,1.4843357957400984,8.95173800896126,10.665900606421928
10.009267355059379,2.773915857528455,13.744273142145307,1.0,0.0,0.0,0.0,1.0,1.0,6.025933758041731,7.1798359670284455,1.2706163428033665,1.5139258552550743,8.394045620475872,10.00141605843934
0.8725746153326485,1.878428022926117,10.90530296023553,1.0,1.0,0.0,0.0,1.0,1.0,6.231428714160091,7.424681021126917,1.339944307486384,1.5965293876433506,8.827417896185109,10.517774514603534
0.06988683528078647,1.0320548979675765,0.022692045135040178,1.0,1.0,0.0,0.0,1.0,1.0,6.155900134010263,7.33468952137393,1.3734861507376088,1.6364941370490662,9.243225336061423,11.013204655732759
0.5358370197309102,1.4930557310567847,0.28401653568799173,1.0,1.0,0.0,0.0,1.0,1.0,6.241896135443293,7.437152842230304,1.2443458408090926,1.4826248316023234,9.092469499034227,10.833580679700356
0.2710879517643746,1.1356494907568828,1.1498034145638876,1.0,1.0,0.0,0.0,1.0,1.0,6.059663043294934,7.220024051585455,1.376948492708868,1.6406194806743954,8.61102369776111,10.259943129247281
7.074606848713491,2.6192955994024243,4.796887725226564,1.0,1.0,0.0,0.0,1.0,1.0,6.052762974861533,7.211802693452038,1.5933131183754559,1.8984156304047985,8.46116748187574,10.081391042234923
0.16363958954942365,2.109534268399727,8.72015900745293,1.0,1.0,0.0,0.0,1.0,1.0,6.27607355445674,7.477874873395264,1.3696445293623274,1.6319168860487299,9.207636785400389,10.970801276221739
1.4116170951353018,2.0776428811513643,2.130490235567151,1.0,1.0,0.0,0.0,1.0,1.0,5.88138404958521,7.007606527165358,1.5442903022463241,1.8400054665062586,8.399814458669777,10.008289567776755
0.32704230634343245,2.9840977693174726,4.675941518531602,1.0,1.0,0.0,0.0,1.0,1.0,5.914038717622219,7.046514216741366,1.2520978116134351,1.491861222347922,8.981434268606751,10.701283383871875
2.774448037122469,0.6519591875899136,14.417766894516049,1.0,1.0,0.0,0.0,1.0,1.0,6.229103501735807,7.421910555259685,1.275172729664761,1.5193547417282254,9.465245428330364,11.277739233755327
1.5067964809143202,1.5621801677146057,7.654070126733598,1.0,1.0,0.0,0.0,1.0,1.0,6.326282203552722,7.537697944658564,1.2892858283957072,1.5361703487267997,9.940447120858892,11.84393699506591
0.911813820734672,2.20546585326981,0.824438387425561,1.0,1.0,0.0,0.0,1.0,1.0,6.525937193726245,7.775584741461056,1.2976736057193374,1.5461642961762312,10.438575478948469,12.437451634491794
0.14123312540019703,2.7475927721886877,11.721161887296311,1.0,1.0,0.0,0.0,1.0,1.0,6.49837519501029,7.742744913203751,1.302769866156507,1.552236436271583,9.683350247075548,11.537608805026185
2.775958128841565,0.5135626101240846,3.886832636834549,1.0,1.0,1.0,0.0,1.0,1.0,6.025957446661405,7.17986419176678,1.263234142403224,1.5051300420123521,10.371602524590367,12.357654071852352
0.20872659486872544,2.4081515476207502,8.074576843498606,1.0,1.0,0.0,0.0,1.0,1.0,5.840288874498331,6.958642063232055,1.2430340310644405,1.4810618242469928,8.677407573346269,10.339038810795554
0.9877221620397084,2.9023583360988674,0.29965747027008927,1.0,1.0,0.0,0.0,1.0,1.0,6.01507293156331,7.166895407820114,1.3024434688343742,1.5518475373345737,8.595139849935412,10.241017693540066
0.0004931820905123723,1.612377716395579,1.3352173799807558,1.0,1.0,0.0,0.0,1.0,1.0,5.998538530838118,7.147194845253928,1.5185390788867164,1.8093231578224707,8.54105005973078,10.176570283934547
0.2853119637438126,2.526278515934138,3.156757508529368,1.0,1.0,0.0,0.0,1.0,1.0,6.6452645447965395,7.9177620108214075,1.5037667068279243,1.7917220336673139,9.446699908156269,11.25564244376066
0.09227255028973087,2.216113186620782,0.7463317549831695,1.0,1.0,0.0,0.0,1.0,1.0,6.089501978644925,7.255576825619485,1.3652462404334091,1.6266763715802321,8.365189005761486,9.967033708992409
2.093963483981925,3.600831994659751,0.552735693619598,1.0,1.0,0.0,0.0,1.0,1.0,6.026514689902747,7.180528141160718,1.3827967916020434,1.6475876665896685,10.022616055370367,11.941840406398734
2.396337782768819,1.379615678547062,5.684595215690889,1.0,1.0,0.0,0.0,1.0,1.0,6.447471878597412,7.682094153222447,1.3674011239918666,1.6292438924158414,9.42176866844055,11.22593713686534
0.19773448407763825,2.7240308258724855,8.46753630754516,1.0,1.0,0.0,0.0,1.0,1.0,6.412380315172024,7.640282928715603,1.3655748653732869,1.6270679247000874,9.501484171043707,11.320917310179736
1.4103840315820089,0.4516523880320431,2.9183328793961336,1.0,1.0,1.0,1.0,1.0,1.0,6.625414607141074,7.894111021274471,1.5407189401472934,1.8357502265584777,9.626286609675667,11.4696180881242
4.651193741025501,2.980699199302405,16.799261828897617,1.0,1.0,0.0,0.0,1.0,1.0,5.871442779682782,6.995761609834805,1.2665794956780476,1.5091159948504393,8.929072590811515,10.638895001817978
0.0016530201493275578,1.9764460747851018,7.235138815698878,1.0,1.0,0.0,0.0,1.0,1.0,6.357211541909162,7.5745499222747465,1.332608206203786,1.5877885010087667,9.748468430512302,11.615196427844445
1.0493869384608083,2.2175637022970744,22.25213190197711,1.0,1.0,0.0,0.0,1.0,0.0,5.869399958951021,6.993327610665045,1.4511987798894328,1.729087907953367,8.161896544014528,9.724812903506674
0.4604849157004226,1.177231062732057,0.2566422472004042,1.0,1.0,0.0,0.0,1.0,1.0,6.2206492243977145,7.411837373750469,1.2865815595269465,1.5329482411384898,9.45466228278399,11.26512952842348
0.47845062740505107,2.063118216782495,0.37937912315288663,1.0,1.0,0.0,0.0,1.0,1.0,5.766094380345017,6.8702401127515085,1.4853087245987897,1.7697295442028143,8.473145307824499,10.09566249442919
0.09649992234358977,1.0499069812860065,4.586439747120697,1.0,1.0,0.0,0.0,1.0,1.0,5.920869198739629,7.054652662328069,1.2807631087807456,1.5260156189728031,9.346904834029806,11.136737674588703
5.391144836435752,2.8397229661306,1.1222364981050932,1.0,1.0,0.0,0.0,1.0,1.0,6.061616770660505,7.222351896957196,1.395193458554866,1.6623581633845212,8.943872802378664,10.656529296451176
0.05533323567788788,1.0713310388570578,0.0011768931402144404,1.0,1.0,0.0,0.0,1.0,1.0,5.795590493335226,6.905384417590907,1.3973246908962809,1.6648975040466327,9.319906448584689,11.104569385547714
0.5561384713078474,1.9538549246921961,0.002008679153506993,1.0,1.0,0.0,0.0,1.0,1.0,5.927644416240671,7.062725261903779,1.3322043742498018,1.5873073395316784,8.676688383687997,10.338181903968678
2.3552662872359753,3.7530442929227763,5.347867762990015,1.0,1.0,0.0,0.0,1.0,1.0,5.857491648387162,6.979138985312364,1.2955276241539764,1.5436073819706961,8.627061482934977,10.279051979667209
