test_data,coverageProbICM95,coverageProbICM90,coverageProbGPobs95,coverageProbGPobs90,coverageProbGPexp95,coverageProbGPexp90
-2.0,0.87,0.745,0.0,0.0,0.67,0.605
-1.98,0.87,0.75,0.0,0.0,0.705,0.615
-1.96,0.88,0.765,0.0,0.0,0.735,0.635
-1.94,0.89,0.78,0.0,0.0,0.75,0.68
-1.92,0.9,0.805,0.0,0.0,0.765,0.705
-1.9,0.91,0.81,0.0,0.0,0.78,0.72
-1.88,0.91,0.815,0.0,0.0,0.8,0.745
-1.8599999999999999,0.92,0.815,0.0,0.0,0.81,0.755
-1.8399999999999999,0.92,0.82,0.0,0.0,0.835,0.78
-1.8199999999999998,0.92,0.84,0.0,0.0,0.85,0.78
-1.7999999999999998,0.92,0.85,0.0,0.0,0.865,0.795
-1.7799999999999998,0.925,0.87,0.0,0.0,0.875,0.83
-1.7599999999999998,0.935,0.875,0.0,0.0,0.895,0.84
-1.7399999999999998,0.945,0.885,0.0,0.0,0.91,0.865
-1.7199999999999998,0.945,0.895,0.0,0.0,0.915,0.885
-1.6999999999999997,0.965,0.9,0.0,0.0,0.925,0.885
-1.6799999999999997,0.96,0.915,0.0,0.0,0.935,0.88
-1.6599999999999997,0.96,0.93,0.0,0.0,0.935,0.895
-1.6399999999999997,0.975,0.935,0.0,0.0,0.935,0.9
-1.6199999999999997,0.985,0.945,0.0,0.0,0.935,0.885
-1.5999999999999996,0.985,0.945,0.0,0.0,0.935,0.89
-1.5799999999999996,0.985,0.945,0.0,0.0,0.93,0.885
-1.5599999999999996,0.985,0.95,0.0,0.0,0.925,0.895
-1.5399999999999996,0.99,0.96,0.0,0.0,0.925,0.89
-1.5199999999999996,0.985,0.965,0.0,0.0,0.925,0.895
-1.4999999999999996,0.99,0.965,0.0,0.0,0.93,0.885
-1.4799999999999995,0.99,0.965,0.0,0.0,0.935,0.895
-1.4599999999999995,0.985,0.96,0.0,0.0,0.935,0.89
-1.4399999999999995,0.985,0.96,0.0,0.0,0.935,0.89
-1.4199999999999995,0.985,0.965,0.0,0.0,0.94,0.88
-1.3999999999999995,0.985,0.96,0.0,0.0,0.94,0.875
-1.3799999999999994,0.985,0.96,0.0,0.0,0.94,0.87
-1.3599999999999994,0.985,0.96,0.0,0.0,0.93,0.88
-1.3399999999999994,0.99,0.96,0.0,0.0,0.925,0.875
-1.3199999999999994,0.985,0.96,0.0,0.0,0.93,0.86
-1.2999999999999994,0.985,0.96,0.0,0.0,0.935,0.86
-1.2799999999999994,0.985,0.955,0.0,0.0,0.93,0.865
-1.2599999999999993,0.985,0.95,0.0,0.0,0.92,0.865
-1.2399999999999993,0.985,0.955,0.0,0.0,0.92,0.865
-1.2199999999999993,0.985,0.955,0.0,0.0,0.91,0.865
-1.1999999999999993,0.985,0.955,0.0,0.0,0.91,0.865
-1.1799999999999993,0.985,0.95,0.0,0.0,0.91,0.86
-1.1599999999999993,0.98,0.955,0.0,0.0,0.925,0.86
-1.1399999999999992,0.98,0.96,0.0,0.0,0.925,0.865
-1.1199999999999992,0.975,0.96,0.0,0.0,0.93,0.875
-1.0999999999999992,0.975,0.95,0.0,0.0,0.93,0.88
-1.0799999999999992,0.975,0.95,0.0,0.0,0.94,0.875
-1.0599999999999992,0.98,0.95,0.0,0.0,0.94,0.87
-1.0399999999999991,0.98,0.94,0.0,0.0,0.94,0.87
-1.0199999999999991,0.98,0.935,0.0,0.0,0.935,0.875
-0.9999999999999991,0.975,0.935,0.0,0.0,0.935,0.88
-0.9799999999999991,0.975,0.935,0.0,0.0,0.935,0.885
