mseICM,mseGPobs,mseGPexp
0.17378777434599832,5.635819146394417,8.579464097503148
2.2671729639858493,5.310913317582217,7.132601479195518
2.9816927970196487,6.009241646641622,10.63249934012804
0.04295956584808416,5.5128625246378,0.11482980942264528
0.7182332437788914,5.377223664259352,3.1286771928785515
2.1438623629605007,5.981135876106952,9.003068011041044
0.02890870948387819,5.641808858111018,1.875238681247664
0.2987504870460607,5.179761292781881,12.304418133029477
0.5335705070480787,5.998908209837601,2.8009715753695983
1.17610737763668,5.710072986604639,8.823400649198646
0.9980203293427217,4.9489641751724935,4.072404065804936
0.2199599946140197,5.640674449310113,3.411992892286048
1.5563042798921982,5.168899978900098,11.481996822297631
0.09989319203658739,4.89528778587896,8.740631689906106
1.075014149537503,5.497159489948539,10.468565844933968
0.45230346637570135,5.288013058061663,3.5856399561556676
2.7420225620048955,6.375145165425887,7.94926520178156
0.1737259898639665,5.087091622084103,9.309205301548799
3.947113739206791,5.706055209876815,15.188313152124705
0.6700863772836649,5.780125537735932,7.392778550950032
0.2150383188436276,5.567567674201019,11.239057978052129
0.7549335693075973,5.678824565687347,7.689397152641976
0.11156204481635387,5.249943234379673,7.274360870753213
0.07455610485634982,5.321520296750574,4.661043066548368
0.31780853965900757,5.05201418718219,6.844460866438845
0.19221397499691617,5.747591705287596,4.979081316215578
0.3217718032608813,5.81380824826969,9.191061693689942
0.09028890218911095,4.881899670356777,4.315694035675366
0.0707079162760348,5.298587146102889,6.075076205452271
0.3326985394050631,6.003053634768798,10.332414070332806
1.2283056084023896,5.6214858937402,9.947155152940153
0.3428225840386807,5.25884646549609,5.035787042553563
8.745098493465491,5.382361055643314,10.863348384775048
1.5905144102523712,4.961914510132716,0.5188935673582311
0.8813335893747699,5.459199654603645,7.901984226717861
0.3837119664503686,4.870092555989295,0.6626076447005698
0.47625594446730685,5.205562698134247,5.5731428996514305
0.25603315996632436,5.5005030136786734,6.280809209049435
0.26551734572072855,5.854873331142961,3.987808121668003
0.16234214844194728,4.9957790422882296,0.14798106275446135
0.1973483328668316,5.19085709965302,7.697454278984172
1.725000562790587,5.363195404451144,1.2932877277624375
0.14960409504397562,5.92194149062796,7.100402975901927
0.2167798264630558,5.978522870307939,7.210053476629662
0.5213282175534211,5.944340176247901,10.106674035594946
0.37274809604862774,5.234670623758525,7.411430319823106
0.5730628109947887,5.573783505679447,0.9711375178276652
0.9958338831826732,4.9455118972381165,9.52215813930428
0.3961457966844938,5.281963345138755,9.262580223779914
0.9764133940724911,5.725245979211187,5.856423821725429
0.08822597571750064,4.976024772254262,3.665129780987462
0.4548407928237709,5.342501262306133,9.435516019885991
0.7502279120828901,5.642635868086221,5.173695343276288
0.043517086810787885,5.903240878154251,4.893969505328473
0.4071868669230313,4.729830525244527,5.6667007039949056
0.3262953442717498,5.5395118956682845,2.846085514045255
0.1700546005634954,5.242508625777928,9.079018601549977
0.7722233217746854,5.61844362867045,7.6938111554028525
0.8259355364831776,4.819725999061788,7.219988525746303
0.7796408524058229,5.842131500770865,0.5794516350523142
0.265057792713538,5.8851306667475525,0.7175208651142302
2.225386376170947,5.734041958986454,7.0677987547384475
2.0209082759927792,4.763131088053395,9.95366182217203
1.1612584721695014,4.954522897549437,8.495788015532918
0.1304718933579188,6.065234562870338,5.706781507446465
1.0109600406357802,5.233261138648573,4.467928946962679
0.30442710444903603,5.285137373628203,4.413104101497242
0.12962754823611713,5.161749837778518,7.118028046579655
1.44137927363757,4.936140013964639,5.2999606225191105
0.09362442527891601,6.171065638683447,0.2977263191396909
2.2719283972302113,4.6388222987817045,9.265142499777625
0.24845577410025274,5.450407057859717,8.439216108100013
0.2550480079445241,5.298394580128856,1.479635180229503
0.1546545741264769,5.878824653356113,8.137169640369255
0.4047641671532507,4.820152173024881,6.660906590067519
0.9244779268073853,5.521640321296715,8.164387530667637
0.23032865579468306,5.31557905994447,6.284351043663009
4.576984235353084,5.395244561260001,3.759843217793493
0.43411919075839733,4.676306963851784,5.329218196297987
0.9731080488166871,5.134885779159469,6.8458159555339915
0.3066445288764994,5.27287604383065,7.40743552381735
0.6020203430961603,5.668993062412929,0.9527221738381961
0.4448216128785007,5.482955376779093,1.7857612371634521
0.659691690815079,5.91157956399901,5.046154136204149
0.38417264272632695,5.332736160404845,4.9030076176367245
0.49770456625501,5.262408392429333,5.008362249774752
0.33720048980805195,5.450033769770379,5.40522733843455
0.26853898025877987,5.799164404317241,5.208249968485256
2.1808971058147124,5.3864418312224975,13.182119774833057
0.7859684298114883,5.975519072009638,7.146811006370437
0.45095551754146473,6.151746411658683,4.499618206663439
0.19817440514277498,6.03785901049915,7.047492656227174
0.16198542475093747,5.843756702651532,0.1374027020221178
1.1813326228159966,5.5166160116943015,7.292350521471172
1.2476551799967293,5.3124786913982875,8.674275211752391
0.35088197260175186,5.727514756153901,3.0020994492188287
1.1604596273849215,4.725830317806605,7.467299425597799
1.282127954031612,5.955538362597265,10.945923216732881
0.4661763034107833,4.835314757488569,7.974705612944905
0.1349539175112544,5.247400153983595,5.301998217229485
1.3898079340556788,5.067288510611236,6.196184597703008
0.16937036798500318,5.415638892787999,3.3718860564668436
0.5031760754008987,4.984722585656123,7.222529544794696
0.2917228771349783,6.164768677535479,7.781373866023506
1.2615455120363048,5.657817059194477,4.69359187061599
0.0985561640588789,5.311989607500384,8.243408020897602
0.8074919246650157,5.459252640771967,7.486380544323541
1.2523886750791533,5.818623583657579,1.1882079771965308
0.7439756375908753,5.594070544840133,9.20555116847404
0.9745131301937863,5.924262105897501,7.914349448085022
0.8882132550035463,5.397206969236565,7.386617781314388
2.4656770762845803,5.415401690017276,6.711427207960038
0.3007449642609215,5.2257687813269085,1.5914248904416413
1.4438690463204384,5.20988648179079,7.383249474512509
4.354731026327893,6.0067513646543365,7.73972035994426
0.9639428995828084,4.882456751077116,11.112274609484967
0.1272229620188419,5.86492214015976,2.7732447540910967
2.558431131646099,5.453552680221829,8.560785994353909
0.5416439026883956,4.7862558533392745,10.280447208100888
0.03264044188842479,5.757905652089778,5.804186220661134
1.900661111867708,6.080154319923068,7.800092636317289
0.662367544760596,6.27825473715251,3.829441810528554
0.3576990022100016,5.455766044061657,7.0706166524116725
0.37226251949626055,5.883694225280524,0.1594715951723361
0.2814913349122146,5.3978139441719115,4.780098345247096
0.48990803490067253,5.451332467207531,6.646310950994393
2.1492477097524727,5.773480525339797,8.72059725099084
3.441911651901078,5.429307799765228,6.593780994576598
3.165296664230457,5.274391786010932,8.380943267720363
0.2649167995320795,5.336716364681549,7.673016446220278
0.054676798473731095,4.7357256975665445,0.4246807470919841
0.6378025757350025,4.953915736989803,7.0255140559920095
0.9439491856808222,5.61355416990185,4.24850160648712
0.1265729632919139,5.65662270525955,8.103691917479738
0.09827752993417631,5.181078441598723,6.481167593266484
0.4237283161561642,4.751770345973029,2.5602451689032697
0.07418549888844919,5.116089215615087,9.552278772357557
0.27860277715882176,5.268465183108892,10.666191591235235
0.16089960983366774,5.600797370832714,6.687143582622996
0.4722291283615557,5.156391064115007,2.2454048435864182
0.509472396134291,4.8096247077596965,7.402041237312928
2.9366124937294513,5.430050989334669,9.192690041762846
2.275248975397452,4.852003210401821,9.93181104309457
0.5097807388177605,5.311277616682304,6.876175490995063
2.199505738062347,5.585385497470058,11.131134054989053
0.3468938719043204,6.123298488090644,0.5756481805389945
0.22766274600714295,5.254196803130083,5.823488388481415
0.10980747554844536,5.161288430730798,8.33102572769886
0.10310098700185447,5.177691632724516,5.933488668505526
0.11974872367986385,5.45660157912881,7.108289342559832
0.1190898588765795,5.301906823713311,8.49109055042493
0.15235024550419907,5.376105070172969,4.526906159261981
0.697257079245757,4.6255323466886455,5.084808984710807
0.09576401246724203,4.49713702876108,6.693789736304077
0.4947405488995321,4.853828188639595,7.7747803272877976
1.0798887702227133,5.3933337596562865,0.8415156199747437
0.11128725417144253,4.725820453800385,3.8328690232999545
0.40508494244068377,5.914472780367977,5.053905067501633
1.1441832461097026,6.289956685509086,7.392770744166588
0.4549853842359521,5.390937509252603,4.274848455859916
1.077335575740915,5.880891654583044,0.35064056843966157
0.20692293259582797,4.818970758439715,0.7686696580790252
1.648905514556058,4.527352310383855,8.244183963585074
1.402472068852265,4.8273973333283156,5.058337384243913
0.06355653196528885,6.074250232115838,0.2836307819692851
0.5939274488696735,5.183630072553603,9.787367068231438
0.048550255807709906,5.321222323198465,8.915411686434197
1.190083157968233,5.81595345330635,10.775618497648049
0.20726425303462284,5.709124619043314,7.94802307816439
2.514231785676358,5.536603360333163,2.347825775599656
1.0648583480438807,5.020814135402916,10.86380180060338
0.5962105415280999,5.226714303793076,8.189865165058416
0.09012288174452228,5.376215003026799,0.08688330148819207
1.6615041341770456,5.861431794215096,10.315619346915176
3.6585481544938934,5.398496937558524,12.03872351114733
1.247830795233857,5.849341420292284,10.398706900038453
2.0544331157793128,5.1122408201613645,8.858866518166739
1.05126925515019,4.695079515135908,4.665710232064217
0.49758995775420556,5.2322800252762915,8.57330228309653
2.003280488481764,5.020192576492937,9.018140117042115
1.5773356965733052,6.395019155424279,3.075293691912328
0.6360980871843136,6.44299664830007,7.233302404363753
2.4650048563044304,5.418440210397052,7.7915972929253225
3.6192354815648953,4.611750424508613,9.327935327213487
0.2435041730653141,5.524485466397004,6.476714238157362
6.557817896850663,5.457354491737621,11.656227318251705
0.025372545252445425,5.484728024081926,5.460057709814137
0.5033309624495642,5.475332505547058,1.722233313083361
0.9219563237578783,4.5860581293032165,6.472147651719161
0.32229392432860604,4.845706255984957,5.87266233227969
0.20060147258941666,4.550684113689923,5.408147011773568
0.23102554083156804,5.242155340759201,6.134454328851856
0.8598969484455101,5.485810910206361,1.6578155392209448
0.15546263259383375,5.321551921899939,5.965148551120502
0.9374705662100347,5.117906812700896,5.656772797130994
0.9711555012084756,5.071698595756543,7.519457996628169
1.5581452871203734,4.840888663829179,6.124655985855881
0.67573359409565,5.329241822774669,5.160903311358186
0.04381688905660703,5.729605118394291,1.3518346485730017
1.3186184903075255,4.928783074878415,0.681470341297991
