RMSE_naiveGPexp,RMSE_naiveGPobs,RMSE_KallusGP,RMSE_ICM,bias_naiveGPexp,bias_naiveGPobs,bias_KallusGP,bias_ICM,var_naiveGPexp,var_naiveGPobs,var_KallusGP,var_ICM
0.5646322256433711,1.2398386918649698,1.3725943206118492,1.2141899806415777,0.41773910775036194,-0.6480818861089069,0.7325861638567353,0.8771196424036204,2.1414021525169042,4.518022585630395,5.0347723157595725,4.015024889174455
0.6996716845912253,1.5142110645163014,2.233306052917681,0.6296315578969087,0.28680072930185085,-0.64400785921922,1.2143688589312032,0.2552502657471784,2.9563101560885414,5.484721731592606,8.60673969868298,2.7718243064723267
0.24014822255419252,1.3450501509008954,1.3983445687531728,0.2677967898453574,0.1525175842692015,-0.7500879118731978,0.828776998344943,0.16935408393138807,1.6841777798026736,4.679869860503066,4.730460366144571,1.7661609692871252
0.2844051316447017,1.4414011743439672,2.2490762631736216,0.4970446578939883,0.14575371379421387,-0.6718578634344708,1.372410529015609,0.34490106167013135,1.5608052093147993,4.895216623591385,8.008807958223715,2.2468223259265736
1.5208482148127431,1.397269408467155,2.206406884077107,0.2769793163573756,-0.4720250662696842,-0.8150247754120029,1.3599644981815284,0.22655073514055288,1.228643552352094,4.549700202420459,7.9885384577132035,1.7531661235003555
0.34274379503089447,1.292035411500768,1.1048936556007936,0.22609712955447867,-0.24831028523728954,-0.7284734419325455,0.2865407667670664,-0.16227162061209355,1.0795378032632192,4.20322718889103,4.203233497029213,1.267177975423425
1.2848054638738164,1.3237262210532896,3.6131731150053383,0.6058921283337886,-0.493894805228701,-0.6806050717663995,2.521309076868867,0.5416571726203546,0.468230721025354,4.416535818869187,13.763193981071339,1.7756539034636838
1.5891148742508232,1.4518871253007641,1.2509508758763512,0.7485374068812114,0.9683987297012021,-0.95016845960187,0.5997641359649262,0.45162157118257473,4.382968246767984,4.678204775628117,4.67821610219878,2.919169634983408
0.09346966141197299,1.4842460465079774,2.8622138750254487,0.24195769670643788,-0.0831187526694102,-0.8209116528934232,1.841154574462337,0.094241151088908,1.2902839672656845,5.140686316118517,10.945365622113865,1.8504985529635818
1.0327432832232042,1.5326649123143392,1.3990779826755788,0.20963586295253198,-0.7248717092979884,-0.8500808081991741,0.5753217381159736,-0.18016582145009755,0.28541522563488325,5.086978077531011,5.086977495287755,1.1303923987450049
0.6859953248053872,1.2635978366581835,2.390125724430201,0.07441756604932563,-0.3911919822205856,-0.5617302952588213,1.5786578170027694,0.018495981043317473,0.45678035121805066,4.590846054566879,8.36890498499923,1.247021233767492
0.4507698704006134,1.3747685493517143,3.150820250714095,0.29529145024688735,-0.1565115158567488,-0.5878686473591915,1.9535682980089173,0.15390311985133853,1.3984554054022902,4.858873031099698,12.82507694233924,1.9983625848449287
0.2039821230523904,1.1716507189328809,2.785390553117997,0.4472407756140076,0.15413460261142875,-0.6990787999159364,1.8921138667624542,0.3560578835782963,1.3879783895074345,3.5807057680844867,9.977603451299416,2.002775877072406
1.486605695511101,1.375465820527661,1.1607965298014138,1.0594194855760397,-0.9270566603794693,-0.9642140988889534,0.6206841189298289,-0.6349455277723114,0.20992095607400654,4.025387204899048,4.025393471889167,0.2766732289950559
0.609661577559186,1.490390404568039,2.550593653752509,0.8728249202901694,0.34086458338466635,-0.8644651999736486,1.575629642346049,0.5172113706786035,2.597253296762113,5.246289440340042,9.819768976081106,3.4727446460748093
0.5733920268857666,1.5233302382394114,2.878786873808496,0.33344354736756593,-0.3842533412048225,-0.8356106376121887,1.8683327365821296,0.1777319920012085,0.6729808728856684,5.5022251690234,11.016697135765869,2.0548599523332833
0.9882142274150906,1.242912497489029,1.286306173941095,1.0100754754539012,0.723738963382738,-0.8067797496605471,0.814805759936265,0.7129480544591986,3.344197960342136,4.019069316516749,4.259061751230243,3.4755860395408553
2.0763182382460683,1.3369800005492358,1.3001515956930487,0.14954016876129073,-1.243322112249492,-0.6718154611070581,0.4845030218130205,0.05006194511312635,0.681225291468728,4.3750799043858395,4.678077212872019,1.3073819313908173
1.7890203309737651,1.404341318785419,2.7841355655153697,1.2553484067060061,-1.2839704285944789,-0.6872146002580335,1.6996623792927443,-0.9414254607678357,0.08580517542691145,4.663379226642112,10.864250592354844,0.13354831130806308
2.600003891017794,1.3503942772131359,2.702181385586259,0.6474617521835793,-1.768660766375063,-0.5727596160764686,1.5501042771461377,-0.5098759680752942,0.844600128959894,4.880288178335324,11.014430375912527,0.6070108902224948
0.2780446172982587,1.3233857857268552,1.1103268496262468,0.1928331313429971,-0.026894543763438347,-0.8344015982627163,0.2316252201941382,-0.16022787101236655,1.921246861093734,4.049100561570132,4.368033086580745,1.5065874184931043
0.6470977978715521,1.2972750597692495,1.3214549731625698,0.4657445935711172,-0.3923857381419619,-0.6725544620745355,0.7180834091461711,0.2202036927709995,0.4677803225567809,4.709159157531893,4.709173745531077,2.1452080211013205
0.15350142180778606,1.2251459355317842,1.3890212272245885,0.26164918071018883,-0.05274379458613945,-0.5088685306708537,0.8290656043438216,0.08040589569614706,1.4235075886800823,4.581654546281895,4.581642228836462,1.804555275657872
1.637625138558116,1.3183898884954894,0.7813793324329451,0.4855268212128028,-1.0406494824063979,-0.8341072702035282,0.2955556931333383,-0.2988446767093826,0.127013477634572,4.167463798943436,2.4225081667125496,0.6385252974653771
0.18109027031831582,1.4464375039805997,3.0559659013963576,0.48999223502936506,0.11273120075609068,-0.9106119890365089,2.1235937720340443,0.40320757823972236,1.146376587778356,4.559003603337257,11.000613919921687,2.033267026727982
1.2554084614755638,1.343208578308332,4.117864738658706,0.10624591055962562,-0.6616069224964011,-0.6596917786143619,2.775494576369558,0.056456321665676205,0.4227518514197923,4.265206283308632,17.340337069915314,1.437980712834264
0.7252573532066172,1.47296309727867,3.134371147740265,0.1811099631210476,-0.14252216892889752,-0.6792032136068394,2.1764728377336136,0.10356447521130359,0.9080444800856008,5.300625725952268,11.280955686771163,1.0712536777670543
