naiveGPexp,naiveGPobs,KallusGP,ICM
1.335270718105955,2.320593591187084,0.7344875763402898,1.0543557349440686
0.4785151230421319,2.1414368204501764,2.9413819855826233,0.9683136075216725
0.7367258958428556,2.3795646509134953,0.1059110890535846,0.3498345058876988
1.4313662648386203,2.3842786070735245,0.7576545004959488,0.20350176906892595
1.6512171923689067,2.3494172681382923,0.7805893284285261,0.22579916692511573
0.5109961485145899,2.307991090248252,0.7618148433181872,0.826306604922276
1.0126806384586582,2.44338439303774,3.630893225420207,0.5818102090163705
0.7397571403888502,2.4059663008784806,1.4460200217890125,0.5319799958410028
0.7572770074064017,2.26649151114597,1.8020891184268233,1.0278276383340654
1.0929158790239426,2.4587837263894103,0.5795453717692368,0.7965203967605309
1.3725651891310269,2.3567458898441296,2.4594538124829577,0.24301257988111108
0.691053332472236,2.379769802334936,0.24868227281722982,1.0194640259605905
1.4451976990224682,2.2586599444333126,0.15672622961714897,0.6117101736887435
1.2557732848980199,2.304964370411245,0.2641888623678298,0.2969455618557133
0.40368467294602495,2.3944842982836776,1.8231332471109987,0.8123603137881688
0.311701213733189,2.3947771392833896,1.273568886948397,0.4341509412270181
0.24843650539311285,2.3743205948912665,0.461628547079658,0.36250828558330533
1.554510858331989,2.225601660271908,1.4979073366604145,0.5741844013753538
0.1435763724101662,2.410104015161296,1.505756518761765,0.4710713479990752
1.9397901906257877,2.3682889837418983,3.487523340049934,0.4384295423421951
0.4290291227905525,2.378847797867766,0.3958790177411201,0.6016592118930264
0.30645195855010177,2.2697785733194955,1.1614432527136698,0.5010585105583482
0.753950262372999,2.383632161200787,1.2597936300435304,1.3082893340966295
0.5565157024793507,2.3466487296472907,1.142402957949959,0.3875083342986679
1.1461644516511653,2.4122308521321854,0.9904652840800365,0.8691831727584857
0.43430043593158707,2.3901549012478536,0.3677676858774486,0.22396437697019744
0.47454500550858414,2.2875041330618173,1.756047549460894,1.029315795557653
0.047229596355677854,2.4051554883269466,0.24158734885661357,0.5421709054990297
1.7641872068450761,2.3171785695697857,3.1539240923661187,0.48671018469762284
1.2398181434088822,2.4555828199623773,2.7862059870312437,0.44952068822320396
0.9716026260789594,2.235568662727563,0.12065823575348428,0.5859680701763842
0.3581010291661693,2.2240752420949503,0.9347999967788312,0.8289140776608092
0.19035798239906643,2.36464052866663,1.046722129545062,0.25927071361479137
0.46691711230357413,2.2539689689522793,1.0188934688697515,0.923756756074935
0.18688499217635393,2.1920652959423377,0.5820994624289764,0.6035300410027487
1.2313497656148538,2.4108220746004836,0.41050909489995985,0.33620375634129923
1.2517218054676644,2.2044456961906933,0.907601023583115,0.7720281236462095
0.2388742882443328,2.3744484139095836,1.0090026621272277,0.73529311969636
0.7221712868547306,2.3230608118041984,3.293504805364426,0.9512724217823961
0.5392420744812834,2.3671920259362804,1.3956354667762678,0.401557368875859
1.1747942905263902,2.24728247622344,3.0807527323174817,0.835671420898976
0.843203889718483,2.2128492142606078,3.212059680613423,0.62394904002396
1.0645479169333338,2.2645745051903536,1.3460110597430504,0.9273220918024037
0.6311840574291833,2.316921694673115,1.0504010992138824,0.9964422363873189
0.30851510137510885,2.3103449789169526,1.263458598029783,0.5271990940730596
0.5091286184258437,2.3298162089887673,1.6857330228887688,0.5907336225162915
0.8851332755619922,2.2516801660822163,1.8744569346013018,0.3026268586877298
1.7376710496301182,2.303001457020176,0.4539989381644665,1.42450267531081
1.54079954111727,2.474328681128276,0.37799896519871107,1.078251032558327
1.009829859551026,2.415644912461532,1.0221445486400722,0.5830377592953608
1.6962092925508827,2.287134963872545,0.8027378684099878,1.3605437646132248
0.38476396649406575,2.256585116659563,0.812704801431929,0.8185379963043248
2.0592667488206633,2.206792149503378,2.991370604385731,0.3103545289474254
1.277834374881161,2.3436671060837133,1.3349472625266263,0.35527563684955255
2.570670006450427,2.43586817023277,0.0785188709937403,1.765320894757579
0.5035945929390827,2.2582935398595,3.378062203965703,0.7270337244002779
1.5494057935249819,2.3537941691509037,0.7308886814829494,0.23847089664106633
1.1998532901795442,2.465770109517729,1.6437260984825592,1.2899663626192472
1.25613609850187,2.2880135550168657,1.1383903525380645,1.051648768536665
1.524992148583123,2.4104322239160747,0.1177276829801793,0.25529769183787016
0.3532007505461923,2.3093006019735345,0.26786654485236727,0.39493045531247173
1.4648900199516113,2.2990375564517866,0.25292279822889696,0.5865453330978015
0.984997710380917,2.3024898422171223,1.5141436710878104,0.28105147334484176
1.9844464450309214,2.370576669576891,0.23530033308515988,0.28475164527122565
1.6014761983270158,2.4355690213714025,0.1394318955109607,0.21804177227125465
1.7545773198179162,2.315263940269626,0.8361034618877645,0.20857122265369615
0.8827490712168461,2.54289669308905,3.9303173737002544,0.1468306712605834
0.5640186123859409,2.337518277403178,0.26145964287237927,0.6175425340543833
0.23502557479660155,2.276981989694669,2.1917645052392105,0.26464397182084576
0.6862632145924827,2.2158095196094734,3.215557230782866,0.8034468419422889
0.8562574824689644,2.3454641097521622,1.6260608865909194,0.7993839673433398
0.6588883529270174,2.4140575293719624,3.528933290333496,0.1356982995813798
0.6470427808321736,2.368594061666587,0.3050124227732865,0.21849996588943224
0.36733976012896197,2.430049826971043,0.5649440723618233,0.2517343117005832
1.5512451046780729,2.2912452012630653,1.718268533551626,0.40956863714753405
1.0169201906089567,2.382531326229567,1.276472285462043,0.30499601462470255
1.0913237804994744,2.273127674343007,0.529492734666257,0.3373053620718861
0.8930340030710306,2.4356412395975573,1.709672696419848,0.0774806144594692
