test_data,length_ICM95,length_ICM90,length_GPobs95,length_GPobs90,length_GPexp95,length_GPexp90
-2.0,1.1388472581155304,0.95581823448982,1.104865904170298,0.9272981695715004,1.0275666062009035,0.8624219730614726
-1.98,1.1116143896349153,0.9329620770150185,1.087249307892483,0.9125128119811912,0.9893126593187391,0.8303159819282273
-1.96,1.0851128557642031,0.9107197182306703,1.069836967397972,0.8978988833518695,0.9525357192287238,0.799449621495536
-1.94,1.0593611937522875,0.8891067161849554,1.0526295772544874,0.8834569666243031,0.9172811794607839,0.7698609899045863
-1.92,1.034378616613556,0.8681391960863771,1.0356278543077693,0.8691876634368789,0.8835955867907646,0.7415891531993917
-1.9,1.0101849804109206,0.8478338228448798,1.0188325378559213,0.8550915942719328,0.8515262180281504,0.7146737901307691
-1.88,0.9868007350501555,0.8282077597742377,1.0022443897349405,0.8411693985275388,0.821120494990952,0.6891547011531206
-1.8599999999999999,0.9642468559527447,0.8092786112460534,0.9858641943591593,0.8274217345514376,0.792425213175616,0.6650711610581062
-1.8399999999999999,0.9425447539272515,0.7910643470460861,0.9696927586801127,0.8138492796065222,0.7654855646291692,0.6424610988851955
-1.8199999999999998,0.9217161606390456,0.7735832062506276,0.9537309120575959,0.8004527297626254,0.7403439450263598,0.621360096718552
-1.7999999999999998,0.9017829873058384,0.7568535786316858,0.9379795060441953,0.7872327997156638,0.7170385498259377,0.6018002114610548
-1.7799999999999998,0.8827671546549621,0.7408938619425576,0.9224394140564183,0.7741902225116366,0.6956017849511458,0.58380864094114
-1.7599999999999998,0.8646903928481149,0.7257222939975252,0.9071115309299458,0.7613257491733467,0.6760585430362605,0.5674062771911472
-1.7399999999999998,0.8475740109594039,0.7113567591980711,0.8919967723461344,0.7486401482190779,0.6584244248000157,0.5526062136714418
-1.7199999999999998,0.8314386367899638,0.6978145701630054,0.8770960741174658,0.7361342050628732,0.6427040128364498,0.5394122964877348
-1.6999999999999997,0.8163039292379554,0.6851122263247125,0.8624103913056569,0.7238087212743896,0.6288893269020455,0.5278178279356451
-1.6799999999999997,0.8021882671405748,0.6732651527786968,0.8479406971534331,0.7116645136823454,0.616958599844077,0.5178045391548505
-1.6599999999999997,0.7891084203537677,0.6622874242254837,0.8336879818692982,0.6997024133545899,0.6068755066110689,0.5093419430485757
-1.6399999999999997,0.7770792107662343,0.6521914804645181,0.8196532511329231,0.6879232643437034,0.5985889526816206,0.5023871567149318
-1.6199999999999997,0.7661131727979078,0.6429878414553869,0.8058375244282363,0.6763279222879834,0.5920334839182344,0.49688524543137524
-1.5999999999999996,0.7562202245370868,0.6346848313079121,0.7922418331037893,0.6649172527835372,0.5871303228035836,0.49277009235300784
-1.5799999999999996,0.7474073618513664,0.6272883215538254,0.7788672181649026,0.6536921295312577,0.5837889752241456,0.48996574706312224
-1.5599999999999996,0.7396783883452431,0.6208015045040434,0.765714727770213,0.6426534322357149,0.5819092977751636,0.4883881606327265
